password,entropy,crack_time_seconds,strength_score
r(777Ez%73,62.47927513443585,64288889323.39929,2
5t*lOtOU8J*,68.72720264787944,4885955588578.345,2
f!cieY,36.26636471615072,826.5395001599987,0
Y1GS6P5,36.18947501009619,783.641640960001,0
1dys*_C0J4#C8z,87.4709851882102,2.1448172404517663e+18,3
-BDVt2t$HS,62.47927513443585,64288889323.39929,2
EbOLm$lRTHxpZ,78.5771235516599,4508905799143302.0,2
228kZaK4,47.633570483095,2183401.0558489566,1
3b00+XjqwVV3rY^,93.71891270165378,1.630061102743342e+20,3
+IQl=Ifk+*A,66.488335312943,1035102341401.1293,2
ao_tqen(3,50.79470570797252,19531249.999999948,1
(pGB(MlA#b5,68.72720264787944,4885955588578.345,2
XXRSG#c,42.310758835509176,54551.60701056009,1
qC%dS+fPT^,60.443941193584536,15683368809.107971,2
Mj!cO+$)xafzbZg,90.6659117903768,1.9640793661068153e+19,3
(XdFRG8ufH,62.47927513443585,64288889323.39929,2
IczcJe^DLk&0*bR3,99.96684021509736,1.2388464380849397e+22,3
T5bwz21-QU4T8,81.22305767476661,2.8221279479628508e+16,3
IqV8wTo1YDyM8v,83.35874834541625,1.2401769434657461e+17,3
D$f(Le,36.26636471615072,826.5395001599987,0
c&-wh27,39.50699332842307,7812.499999999993,0
MMiOWE,34.20263830884655,197.70609663999988,0
9=n1JH$)jx9Fb,81.22305767476661,2.8221279479628508e+16,3
=iZ0A0(iZG0oxSR,93.71891270165378,1.630061102743342e+20,3
PZ!zOL@BM9irt,81.22305767476661,2.8221279479628508e+16,3
Wg*vnxv15,56.23134762099227,845906438.4657804,1
m#6kozi,39.50699332842307,7812.499999999993,0
zB8RFLw,41.67937417270812,35216.146062079904,1
Tt%y08&bcu,62.47927513443585,64288889323.39929,2
5TeE9c$og,56.23134762099227,845906438.4657804,1
EW=*dTm5X4mxFb,87.4709851882102,2.1448172404517663e+18,3
RXtWOGjnca-D#x,84.62151767101835,2.975877827434588e+17,3
(&MRLzPdP,54.39954707422608,237626800.13799885,1
hrc-Y9,37.48756508066151,1926.999285759998,0
zJAe_7,37.48756508066151,1926.999285759998,0
3^zpu-I,43.7354925941051,146451.9457177598,1
=4)-3MncXmTCX,81.22305767476661,2.8221279479628508e+16,3
F3)1ci,37.48756508066151,1926.999285759998,0
X9(9wWwL,49.98342010754868,11130347.874549743,1
SnPAj9,35.725177862321246,568.0023558399979,0
esf4i97UZ75d+,81.22305767476661,2.8221279479628508e+16,3
qHNBSZ,34.20263830884655,197.70609663999988,0
QY0ZNBC,36.18947501009619,783.641640960001,0
TNuSJ$0w&,56.23134762099227,845906438.4657804,1
E&mvYeJFKk8EIW,87.4709851882102,2.1448172404517663e+18,3
hSzP0^EU,49.98342010754868,11130347.874549743,1
khatqHwt^,54.39954707422608,237626800.13799885,1
!eCxaOD1*IKLGH6,93.71891270165378,1.630061102743342e+20,3
PlMcswto#EY,66.488335312943,1035102341401.1293,2
pb1b7BI4gny=Km,87.4709851882102,2.1448172404517663e+18,3
XG)^ncwgWy3=,74.97513016132302,371332624731954.1,2
fImih#=7^IQRg0Y*,99.96684021509736,1.2388464380849397e+22,3
ckzvzP^6y@,62.47927513443585,64288889323.39929,2
GG9xlP9=rO&fp,81.22305767476661,2.8221279479628508e+16,3
wyG9qR,35.725177862321246,568.0023558399979,0
YO82iXY)f0,62.47927513443585,64288889323.39929,2
jZASOgY$(-51,74.97513016132302,371332624731954.1,2
mcCM2N6bgs^4,74.97513016132302,371332624731954.1,2
12!1ZSlvqZ,62.47927513443585,64288889323.39929,2
rHCu6P,35.725177862321246,568.0023558399979,0
Z-LO7I_,39.50699332842307,7812.499999999993,0
IE&qa*RZ^,54.39954707422608,237626800.13799885,1
mcV4=i,37.48756508066151,1926.999285759998,0
4fPOEC,35.725177862321246,568.0023558399979,0
^%G$M(nXf,54.39954707422608,237626800.13799885,1
(#ITWx&v+^ppcM$G,96.71030590973525,1.2962923816305017e+21,3
$Q8vaVne#,56.23134762099227,845906438.4657804,1
(bp=37%OYsAb+,81.22305767476661,2.8221279479628508e+16,3
aiB2pWLGhti1NTF,89.31294465580312,7.689097049487633e+18,3
kKTAk=*n+=!fTE,84.62151767101835,2.975877827434588e+17,3
ICHm7v*kU,56.23134762099227,845906438.4657804,1
na6QgOVRv,53.587766793481876,135370865.46263543,1
RQj65c-dUv8rfVn,93.71891270165378,1.630061102743342e+20,3
_P(A!mC(x19C,74.97513016132302,371332624731954.1,2
+DCP0z^jd$,62.47927513443585,64288889323.39929,2
BtNah*@iL8,62.47927513443585,64288889323.39929,2
s$JQ1(gYg9$l,74.97513016132302,371332624731954.1,2
xGrN=NULb,54.39954707422608,237626800.13799885,1
m3IIzO,35.725177862321246,568.0023558399979,0
z7qD4*lnT,56.23134762099227,845906438.4657804,1
AC^8UjGn,49.98342010754868,11130347.874549743,1
-(7^ES^x9%o0,74.97513016132302,371332624731954.1,2
34EFHk7qQ9RJSf,83.35874834541625,1.2401769434657461e+17,3
X(i=8dZv0g#$A),87.4709851882102,2.1448172404517663e+18,3
xdI^I#(lCBSZm#vq,96.71030590973525,1.2962923816305017e+21,3
eZ_Z5=tzXTjR9oq,93.71891270165378,1.630061102743342e+20,3
ktNDfd,34.20263830884655,197.70609663999988,0
W4ZQtVaDmB4-1N,87.4709851882102,2.1448172404517663e+18,3
1HodA8_JTHZEP,81.22305767476661,2.8221279479628508e+16,3
zSrqB$=uDqfstZ_G,96.71030590973525,1.2962923816305017e+21,3
Yh+R+AJ1@z,62.47927513443585,64288889323.39929,2
E)Vp0uED0aS1z7w,93.71891270165378,1.630061102743342e+20,3
=)wbNqq6o!Yq6),87.4709851882102,2.1448172404517663e+18,3
Jf%UWPu!,48.35515295486763,3600406.062696959,1
YHT*#TSuRAXj,72.53272943230144,68316754532474.07,2
SRwmMvllV,51.303957463269825,27799058.83635703,1
j23e1Ihku1,59.54196310386875,8392993658.683406,1
lg-Ft+hGo3yI=D#,93.71891270165378,1.630061102743342e+20,3
LzGf+zIc,48.35515295486763,3600406.062696959,1
ipOg+3,37.48756508066151,1926.999285759998,0
3T5DWu4,41.67937417270812,35216.146062079904,1
4sHyCal,41.67937417270812,35216.146062079904,1
